job_id,estimate_id,customer_id,service_id,technician_id,completed_date,city,customer_type,maintenance_member,emergency_flag,billed_revenue,estimated_labor_hours,actual_labor_hours,labor_cost,material_cost,first_time_fix_flag,callback_flag,agreement_sold_flag,travel_minutes,response_minutes,customer_rating
621,872,1201,6,5,2025-02-05,Franklin,Residential,0,0,1134.5,3.61,3.84,138.4,439.2,0,0,0,50,221,4.2
622,874,972,5,7,2025-02-05,Spring Hill,Residential,1,0,232.84,1.31,1.44,50.44,34.5,1,0,0,37,259,4.8
623,875,948,2,6,2025-02-05,Nashville,Residential,0,1,579.21,2.39,2.43,75.3,142.33,0,0,0,28,109,5.0
624,876,1359,6,3,2025-02-05,Nolensville,Residential,0,0,767.36,4.27,4.13,119.89,303.84,1,0,0,29,342,4.3
625,877,549,2,4,2025-02-05,Nashville,Residential,0,0,428.58,2.24,2.19,61.29,89.55,1,0,0,38,198,4.5
626,881,284,6,6,2025-02-05,Franklin,Residential,1,0,1274.2,3.14,3.79,117.35,487.94,1,0,0,37,106,4.7
627,883,430,5,1,2025-02-05,Spring Hill,Residential,0,0,159.83,1.53,1.24,42.1,22.7,1,0,0,45,310,5.0
628,884,628,1,1,2025-02-05,Nolensville,Residential,1,0,349.66,2.23,2.33,79.22,72.68,1,0,0,34,305,5.0
629,885,230,1,8,2025-02-05,Nolensville,Residential,1,0,267.66,2.06,1.83,49.53,61.07,0,0,0,61,263,4.0
630,886,123,5,1,2025-02-05,Nashville,Residential,1,0,245.39,1.16,1.04,35.29,36.09,1,0,0,45,219,4.8
631,889,769,5,2,2025-02-05,Nashville,Residential,1,0,189.19,1.3,1.41,49.3,24.54,1,0,0,18,219,5.0
632,890,1044,6,3,2025-02-06,Spring Hill,Residential,0,0,1453.07,3.91,4.44,128.81,609.61,1,0,0,50,258,4.5
633,891,523,5,5,2025-02-06,Nolensville,Commercial,1,0,319.87,1.18,0.85,30.76,50.94,1,0,0,48,349,4.2
634,892,171,5,2,2025-02-06,Brentwood,Residential,1,0,180.84,1.08,1.22,42.67,26.97,1,0,0,53,227,5.0
635,893,530,5,1,2025-02-06,Franklin,Residential,0,0,152.9,1.31,1.25,42.5,25.14,1,0,0,62,327,5.0
636,899,222,1,4,2025-02-06,Nolensville,Residential,0,1,643.24,1.94,2.26,63.2,175.61,1,0,0,49,172,5.0
637,900,767,1,6,2025-02-06,Nashville,Residential,1,0,383.24,2.38,2.44,75.52,84.62,1,0,0,46,262,5.0
638,901,72,2,2,2025-02-06,Spring Hill,Residential,0,1,721.58,2.35,2.71,94.68,171.74,1,0,0,66,129,4.8
639,903,401,1,3,2025-02-06,Nashville,Residential,1,1,500.39,2.58,2.64,76.47,104.37,1,0,0,46,134,4.7
640,905,833,5,1,2025-02-06,Franklin,Residential,0,0,241.27,1.21,1.17,39.84,38.42,1,1,0,52,160,4.4
641,906,850,5,8,2025-02-06,Brentwood,Residential,0,0,315.11,1.17,1.36,36.66,45.56,0,1,1,47,218,3.7
642,907,823,5,1,2025-02-06,Brentwood,Residential,1,0,111.35,1.35,1.51,51.26,16.9,1,0,0,46,318,4.6
643,908,737,2,5,2025-02-06,Spring Hill,Residential,1,0,426.95,2.29,2.18,78.37,87.58,1,0,0,56,341,5.0
644,909,1417,3,5,2025-02-06,Franklin,Residential,0,0,9549.12,19.26,21.03,757.0,5357.61,1,0,0,53,238,4.5
645,911,183,1,3,2025-02-06,Franklin,Commercial,0,0,776.58,2.31,2.25,65.16,154.46,1,0,0,40,265,4.4
646,913,760,5,6,2025-02-06,Nashville,Residential,0,0,253.64,1.63,1.72,53.41,36.26,1,0,0,36,198,4.5
647,915,265,2,5,2025-02-06,Brentwood,Residential,0,0,391.57,2.28,2.99,107.71,94.99,1,0,1,56,155,4.6
648,916,1183,2,6,2025-02-06,Spring Hill,Residential,1,1,423.84,2.24,2.33,72.27,118.63,1,0,0,50,160,4.7
649,917,850,2,3,2025-02-06,Brentwood,Residential,0,1,542.07,2.37,2.63,76.27,114.47,0,1,1,35,20,4.4
650,918,1144,5,1,2025-02-06,Spring Hill,Residential,0,0,184.54,1.24,1.18,40.19,26.47,1,0,1,43,256,4.4
651,919,17,4,5,2025-02-06,Franklin,Residential,0,0,2763.08,12.62,11.51,414.3,822.66,1,0,0,31,199,4.6
652,921,1292,6,1,2025-02-06,Nolensville,Residential,0,0,1178.79,2.86,2.31,78.43,521.45,1,0,0,39,209,4.6
653,922,247,5,7,2025-02-06,Spring Hill,Residential,0,0,190.86,1.09,1.11,38.75,27.81,0,1,0,28,243,3.8
654,923,860,5,4,2025-02-06,Nashville,Residential,0,0,206.34,1.36,1.06,29.55,29.74,1,0,0,46,252,4.8
655,924,587,6,7,2025-02-06,Spring Hill,Residential,1,0,1401.89,2.82,1.82,63.68,598.99,1,0,0,36,233,5.0
656,925,929,7,3,2025-02-06,Brentwood,Residential,0,0,1253.34,4.36,4.18,121.11,318.42,1,0,0,55,269,5.0
657,927,626,1,2,2025-02-07,Nashville,Residential,0,1,381.62,2.41,2.86,100.11,95.01,1,0,0,38,51,4.6
658,930,1410,1,5,2025-02-07,Nashville,Residential,0,1,359.35,2.26,2.81,101.02,77.62,1,0,1,29,45,4.9
659,931,234,4,7,2025-02-07,Brentwood,Commercial,0,0,4360.02,8.82,10.6,371.17,1343.15,1,1,0,26,245,4.1
660,932,1441,1,7,2025-02-07,Nashville,Commercial,1,0,694.36,2.14,2.07,72.35,208.95,1,0,0,50,278,4.5
661,933,633,3,5,2025-02-07,Brentwood,Residential,1,0,6852.22,15.67,15.29,550.39,3025.56,1,0,0,36,174,4.5
662,934,974,5,3,2025-02-07,Spring Hill,Residential,0,0,153.97,1.24,0.83,24.08,20.59,1,0,0,32,267,4.9
663,935,1377,6,5,2025-02-07,Nolensville,Residential,0,0,947.57,3.91,3.48,125.43,407.12,1,0,0,45,245,4.8
664,937,470,1,4,2025-02-07,Brentwood,Commercial,0,0,862.21,2.18,1.73,48.51,158.98,1,0,0,47,209,4.3
665,938,1127,5,1,2025-02-07,Franklin,Residential,0,0,128.75,1.32,1.57,53.47,20.85,1,0,0,46,266,4.6
666,939,1304,1,5,2025-02-07,Franklin,Residential,1,0,319.03,2.5,2.39,85.89,85.76,1,0,0,52,265,4.1
667,940,1134,5,8,2025-02-07,Spring Hill,Residential,0,0,225.54,1.44,1.74,47.09,33.05,1,0,0,32,196,4.1
668,941,605,5,1,2025-02-07,Franklin,Commercial,0,0,295.68,1.16,0.86,29.27,49.36,0,1,0,29,171,3.7
669,942,1005,1,1,2025-02-07,Brentwood,Residential,0,0,666.99,2.16,2.2,74.87,138.69,1,0,0,76,290,4.5
670,944,503,2,3,2025-02-07,Nashville,Residential,0,0,591.06,2.51,2.63,76.18,118.91,1,0,0,41,327,4.6
671,945,643,1,3,2025-02-07,Franklin,Residential,1,0,386.19,2.69,3.08,89.29,84.65,1,0,0,36,250,4.6
672,946,3,1,1,2025-02-07,Nashville,Residential,0,0,552.84,2.54,2.38,81.02,111.19,1,0,0,41,309,4.9
673,947,712,5,7,2025-02-07,Nolensville,Commercial,0,0,355.38,1.39,1.21,42.21,63.34,1,0,0,60,340,4.9
674,948,1074,5,1,2025-02-07,Nashville,Residential,0,0,214.28,1.38,1.46,49.78,28.43,1,0,0,25,266,4.6
675,949,968,1,2,2025-02-07,Nolensville,Residential,1,0,388.85,2.54,2.81,98.25,94.98,1,0,0,45,246,5.0
676,950,306,1,3,2025-02-07,Brentwood,Residential,0,0,536.35,2.87,2.8,81.23,116.41,1,0,0,42,189,4.7
677,951,681,5,3,2025-02-07,Brentwood,Residential,1,0,227.12,1.18,1.46,42.38,47.04,1,0,0,32,294,4.3
678,952,895,1,8,2025-02-07,Spring Hill,Residential,0,0,564.55,2.23,2.44,65.98,109.66,1,0,0,36,180,4.4
679,955,790,2,7,2025-02-08,Franklin,Residential,0,1,511.93,2.02,2.44,85.47,130.04,1,0,0,15,20,4.4
680,958,1153,1,6,2025-02-08,Franklin,Residential,1,0,360.26,1.92,2.05,63.62,90.78,1,0,0,28,268,4.7
681,959,593,2,7,2025-02-08,Spring Hill,Residential,1,0,482.75,2.45,2.45,85.68,106.87,1,0,0,26,216,4.6
682,960,1287,5,4,2025-02-08,Franklin,Residential,0,0,240.61,1.26,1.5,42.11,40.74,0,0,0,42,242,4.5
683,962,357,5,4,2025-02-08,Nashville,Residential,0,0,137.11,1.21,1.34,37.54,24.03,1,0,1,56,342,4.3
684,964,750,1,2,2025-02-08,Franklin,Residential,0,0,388.66,2.34,1.68,58.71,78.27,1,0,1,27,159,5.0
685,965,547,4,7,2025-02-08,Brentwood,Residential,0,0,2191.31,7.7,8.12,284.21,613.36,0,1,0,43,98,4.0
686,966,1189,1,1,2025-02-08,Spring Hill,Commercial,1,0,1048.96,2.14,1.81,61.42,239.11,0,0,0,63,253,5.0
687,967,873,6,3,2025-02-08,Nashville,Residential,0,0,1219.16,3.62,2.8,81.21,400.32,1,0,0,44,250,4.4
688,970,78,1,6,2025-02-09,Nashville,Commercial,0,0,654.71,2.37,2.05,63.43,141.42,1,0,0,36,193,4.5
689,971,1396,3,5,2025-02-09,Spring Hill,Residential,1,0,9786.95,14.44,15.36,553.09,5330.16,1,0,0,60,268,4.5
690,972,1070,2,6,2025-02-09,Franklin,Residential,0,0,495.67,2.02,2.25,69.72,123.95,1,0,0,42,180,4.6
691,973,243,7,7,2025-02-09,Brentwood,Residential,1,0,1111.6,4.86,4.91,171.87,359.23,1,0,0,45,236,4.4
692,974,106,5,2,2025-02-09,Spring Hill,Residential,0,0,160.62,1.23,1.15,40.33,19.17,1,0,0,58,212,5.0
693,975,290,1,4,2025-02-09,Nashville,Residential,1,0,471.08,2.17,1.74,48.78,121.52,1,0,0,52,299,4.3
694,976,445,6,2,2025-02-09,Franklin,Residential,1,0,1363.16,3.03,2.24,78.48,580.1,1,0,0,18,252,4.7
695,977,605,1,7,2025-02-09,Franklin,Commercial,0,0,893.94,1.75,1.88,65.82,190.97,1,0,0,41,223,4.7
696,978,931,1,2,2025-02-09,Brentwood,Residential,1,0,557.98,2.43,2.96,103.5,117.33,1,0,0,40,149,5.0
697,979,708,1,1,2025-02-09,Nashville,Residential,0,0,580.27,2.22,2.83,96.34,122.72,0,1,0,18,225,4.1
698,981,10,6,6,2025-02-09,Franklin,Commercial,0,0,3112.39,3.74,3.5,108.57,1013.99,1,0,0,42,126,4.7
699,983,813,5,7,2025-02-09,Nolensville,Residential,0,0,205.42,1.34,1.41,49.4,27.54,1,0,0,39,216,4.4
700,984,1317,2,4,2025-02-09,Spring Hill,Residential,0,1,479.81,1.9,1.87,52.33,114.41,1,0,0,35,185,4.5
701,986,250,1,6,2025-02-09,Nashville,Residential,0,0,514.05,2.35,1.77,54.77,115.15,1,0,0,35,164,5.0
702,987,768,1,6,2025-02-09,Nashville,Residential,1,0,497.95,2.24,2.3,71.39,122.39,1,1,0,33,232,4.4
703,988,183,6,5,2025-02-09,Franklin,Commercial,0,0,1477.74,4.14,3.14,112.87,609.95,1,0,0,27,179,4.6
704,989,225,5,2,2025-02-09,Spring Hill,Residential,1,0,158.85,1.23,1.25,43.85,22.54,0,0,0,43,171,4.6
705,990,1369,5,1,2025-02-10,Nashville,Residential,1,0,223.21,1.35,1.22,41.47,24.38,1,0,0,8,237,4.5
706,991,1039,6,6,2025-02-10,Franklin,Residential,0,0,1292.08,3.69,4.16,129.09,455.1,1,0,0,53,281,4.9
707,992,1210,1,1,2025-02-10,Franklin,Residential,0,0,632.9,2.53,1.55,52.85,143.72,1,0,0,47,181,4.8
708,993,512,6,6,2025-02-10,Franklin,Residential,0,0,1491.23,2.96,2.99,92.55,730.6,1,0,0,8,243,5.0
709,994,710,4,7,2025-02-10,Brentwood,Residential,0,0,2250.85,10.66,8.81,308.35,811.89,1,0,0,24,209,4.5
710,999,1093,5,2,2025-02-10,Brentwood,Commercial,1,0,306.42,1.24,0.95,33.28,37.12,1,0,0,37,261,5.0
711,1000,264,1,3,2025-02-10,Franklin,Residential,1,0,521.74,2.2,2.23,64.57,106.77,1,0,0,28,240,4.9
712,1001,790,5,3,2025-02-10,Franklin,Residential,0,0,196.4,1.37,1.29,37.46,30.84,1,0,0,51,255,4.7
713,1003,63,1,6,2025-02-10,Spring Hill,Residential,0,0,488.75,2.14,1.97,61.13,110.19,1,0,0,44,272,4.7
714,1004,925,1,5,2025-02-10,Nolensville,Residential,1,0,336.05,1.83,2.06,74.3,87.26,1,0,0,36,199,4.7
715,1005,669,1,4,2025-02-10,Franklin,Residential,1,1,551.38,1.9,2.25,63.02,113.16,0,0,0,35,82,4.6
716,1006,968,1,3,2025-02-10,Nolensville,Residential,1,1,516.88,2.2,1.91,55.33,108.94,1,0,0,44,132,4.1
717,1007,780,1,2,2025-02-10,Nashville,Residential,0,1,440.19,2.28,1.84,64.33,105.14,1,0,0,33,126,5.0
718,1009,1224,1,2,2025-02-10,Nashville,Residential,0,1,485.89,2.13,2.5,87.51,103.01,1,0,0,21,47,4.7
719,1010,1191,6,1,2025-02-10,Franklin,Residential,0,0,1085.66,3.48,2.98,101.21,384.83,1,0,0,35,233,4.3
720,1011,1401,3,7,2025-02-10,Spring Hill,Residential,0,0,8867.42,17.11,20.0,700.09,5367.57,1,0,0,52,248,4.6
721,1012,294,2,5,2025-02-11,Spring Hill,Residential,1,0,396.17,2.75,2.46,88.46,108.88,1,0,0,32,285,4.8
722,1014,290,3,5,2025-02-11,Nashville,Residential,1,0,8937.68,18.05,17.4,626.41,4730.02,1,0,0,18,295,4.7
723,1017,1432,1,4,2025-02-11,Nashville,Residential,0,0,472.71,1.64,1.84,51.51,102.61,1,0,0,35,283,4.8
724,1018,362,1,4,2025-02-11,Spring Hill,Residential,1,0,413.14,2.22,2.48,69.42,93.65,1,0,0,30,333,4.2
725,1019,1244,5,4,2025-02-11,Nashville,Residential,1,0,171.0,1.36,1.71,47.77,24.16,1,0,0,40,187,4.8
726,1020,1070,5,5,2025-02-11,Franklin,Residential,0,0,247.45,1.4,1.47,52.92,32.91,1,0,0,53,278,4.8
727,1021,476,5,5,2025-02-11,Nashville,Residential,1,0,211.28,1.27,1.14,41.07,36.7,1,0,0,11,133,4.9
728,1025,919,2,2,2025-02-11,Franklin,Residential,1,0,519.66,2.47,1.43,50.22,134.77,1,0,0,25,179,5.0
729,1026,194,1,2,2025-02-11,Spring Hill,Residential,0,0,547.45,1.95,2.18,76.3,127.65,1,0,0,40,204,4.9
730,1027,1439,5,3,2025-02-11,Spring Hill,Commercial,0,0,377.68,1.58,1.43,41.56,43.55,1,0,0,21,190,4.2
731,1028,951,5,2,2025-02-11,Franklin,Residential,0,0,192.84,1.41,1.0,34.95,30.36,1,0,0,28,251,4.7
732,1029,669,6,6,2025-02-11,Franklin,Residential,1,0,1092.28,3.03,2.16,66.99,402.62,1,0,0,17,264,4.8
733,1030,555,1,6,2025-02-11,Franklin,Residential,1,0,436.41,2.29,2.7,83.79,105.55,1,0,0,28,271,4.6
734,1033,1272,5,2,2025-02-12,Nolensville,Commercial,0,0,254.08,1.27,1.64,57.31,34.97,1,0,0,42,190,4.8
735,1034,1224,1,1,2025-02-12,Nashville,Residential,0,1,548.29,2.02,1.47,49.91,125.3,1,0,0,29,124,4.9
736,1035,578,1,2,2025-02-12,Brentwood,Residential,0,0,477.63,2.32,1.85,64.59,111.06,1,0,0,54,170,4.6
737,1036,41,5,8,2025-02-12,Nolensville,Residential,0,0,164.83,1.34,1.35,36.4,25.25,1,0,0,42,289,4.3
738,1037,8,5,1,2025-02-12,Nolensville,Residential,0,0,210.88,1.22,0.86,29.33,30.17,1,0,0,32,160,4.7
739,1038,1352,3,5,2025-02-12,Franklin,Residential,0,0,10436.54,19.55,13.77,495.75,6679.64,1,0,0,41,226,4.8
740,1040,233,2,3,2025-02-12,Franklin,Residential,0,1,636.64,2.24,2.35,68.2,147.34,0,1,0,42,20,4.5
741,1041,746,1,8,2025-02-12,Franklin,Residential,0,1,469.61,2.02,2.39,64.61,120.9,0,1,0,44,105,3.6
742,1045,284,5,1,2025-02-12,Franklin,Residential,1,0,179.34,1.26,1.29,43.96,29.34,1,0,0,59,265,5.0
743,1046,526,1,5,2025-02-12,Franklin,Residential,0,0,535.73,2.12,2.32,83.4,139.5,1,0,0,40,195,4.6
744,1047,39,5,2,2025-02-12,Nashville,Residential,1,0,138.99,1.25,1.25,43.59,22.26,1,0,0,44,201,4.7
745,1050,260,1,2,2025-02-13,Brentwood,Commercial,0,0,1126.27,2.35,2.78,97.17,273.83,1,0,0,32,356,5.0
746,1051,511,7,3,2025-02-13,Spring Hill,Residential,1,0,1072.41,4.36,3.7,107.18,291.1,1,0,0,47,244,4.4
747,1052,982,5,8,2025-02-13,Brentwood,Commercial,0,0,325.11,1.25,1.5,40.41,51.61,1,0,0,31,226,4.7
748,1053,254,1,7,2025-02-13,Franklin,Residential,1,0,402.81,1.93,1.9,66.53,96.98,1,0,0,34,214,4.5
749,1056,50,1,2,2025-02-13,Franklin,Residential,1,1,328.46,2.15,2.4,84.03,71.83,1,0,0,13,50,4.9
750,1057,42,5,6,2025-02-13,Spring Hill,Residential,0,0,179.62,1.46,1.61,49.9,26.13,1,0,1,67,249,5.0
751,1058,617,5,7,2025-02-13,Franklin,Residential,0,0,161.11,1.66,1.6,56.09,22.31,1,0,0,23,136,4.3
752,1059,1291,1,3,2025-02-13,Nashville,Commercial,0,1,1126.34,2.2,2.03,59.01,249.18,1,0,0,56,20,5.0
753,1061,54,5,5,2025-02-13,Spring Hill,Residential,0,0,240.26,1.16,1.09,39.24,36.46,1,0,0,51,228,4.6
754,1064,86,5,2,2025-02-13,Franklin,Residential,1,0,160.57,1.37,1.81,63.24,26.28,1,0,0,53,320,4.8
755,1068,714,1,3,2025-02-13,Nashville,Residential,0,0,446.58,1.99,2.18,63.28,94.21,1,0,0,25,154,5.0
756,1069,699,2,3,2025-02-13,Spring Hill,Residential,0,0,508.04,2.23,2.75,79.7,125.85,1,0,0,36,244,4.7
757,1070,142,2,2,2025-02-13,Spring Hill,Residential,0,0,452.46,1.95,1.86,64.96,113.49,1,0,0,20,225,5.0
758,1072,1016,1,7,2025-02-13,Nashville,Residential,1,1,439.43,2.14,1.76,61.59,110.73,1,0,0,40,90,4.8
759,1073,413,3,7,2025-02-13,Franklin,Residential,1,0,12676.09,18.27,19.93,697.61,6633.78,1,0,0,21,237,4.4
760,1074,641,7,5,2025-02-13,Nashville,Residential,0,0,777.82,5.57,4.76,171.5,230.87,1,0,0,29,344,5.0
761,1076,238,6,6,2025-02-13,Franklin,Residential,0,0,1585.72,3.37,4.17,129.42,568.58,1,0,0,35,200,5.0
762,1077,684,3,7,2025-02-13,Nashville,Residential,0,0,10201.08,18.0,16.6,580.96,5201.4,1,0,0,40,222,4.5
763,1078,1201,5,1,2025-02-13,Franklin,Residential,0,0,134.01,1.32,1.37,46.61,21.98,1,0,0,40,278,4.7
764,1079,334,1,2,2025-02-13,Brentwood,Residential,0,0,620.52,2.03,0.98,34.44,115.13,1,0,0,15,150,5.0
765,1080,795,3,5,2025-02-13,Spring Hill,Residential,1,0,8969.34,15.42,9.86,354.83,4516.9,0,0,0,43,225,4.7
766,1081,103,1,1,2025-02-14,Brentwood,Residential,1,0,457.05,2.0,2.05,69.66,104.27,1,0,0,41,278,4.6
767,1082,1302,5,8,2025-02-14,Brentwood,Commercial,0,0,356.15,1.33,1.31,35.28,56.64,1,0,0,41,175,4.3
768,1084,1403,5,8,2025-02-14,Spring Hill,Residential,0,0,186.41,1.54,1.65,44.55,29.21,1,0,0,38,213,4.4
769,1088,254,6,1,2025-02-14,Franklin,Residential,1,0,1426.58,3.56,3.75,127.46,514.22,1,0,0,48,171,4.7
770,1090,378,2,8,2025-02-14,Nashville,Residential,0,0,475.91,2.37,2.16,58.36,89.37,1,0,0,39,217,4.5
771,1093,261,5,5,2025-02-14,Nolensville,Residential,1,0,171.83,1.53,1.41,50.82,24.48,0,1,0,29,223,4.0
772,1094,608,1,1,2025-02-14,Franklin,Residential,1,0,450.95,2.3,1.84,62.58,117.46,1,0,0,40,342,4.8
773,1095,505,5,4,2025-02-14,Franklin,Commercial,0,0,409.33,1.21,1.52,42.7,54.06,0,0,0,45,364,4.4
774,1096,956,3,5,2025-02-14,Brentwood,Residential,0,0,7713.99,20.96,14.63,526.68,3578.4,1,0,0,49,350,5.0
775,1098,396,1,6,2025-02-14,Nolensville,Residential,0,0,490.74,1.64,1.56,48.44,104.57,0,1,0,32,140,4.4
776,1099,314,2,2,2025-02-14,Brentwood,Residential,0,0,379.79,2.69,1.71,59.82,78.92,1,0,0,10,223,5.0
777,1100,505,5,1,2025-02-14,Franklin,Commercial,0,0,362.43,1.13,1.06,36.16,52.86,1,0,0,56,219,4.4
778,1101,1405,2,5,2025-02-15,Nashville,Residential,1,0,516.25,2.32,1.88,67.59,146.17,1,0,0,49,229,5.0
779,1102,818,5,6,2025-02-15,Spring Hill,Residential,0,0,190.2,1.4,1.64,50.73,26.59,0,1,0,49,227,4.3
780,1103,881,5,7,2025-02-15,Nashville,Residential,0,0,175.52,1.55,1.81,63.37,27.57,1,0,1,30,246,4.7
781,1104,758,2,8,2025-02-15,Nashville,Commercial,0,0,835.79,2.78,3.06,82.53,171.89,1,0,0,39,170,4.6
782,1106,494,7,5,2025-02-15,Nashville,Residential,0,0,1235.41,3.66,2.98,107.44,298.07,1,0,0,43,350,4.3
783,1107,1251,6,5,2025-02-15,Franklin,Residential,1,0,1387.78,3.59,4.35,156.59,600.42,0,1,0,39,157,4.5
784,1109,209,1,8,2025-02-15,Franklin,Residential,1,0,353.43,2.3,2.84,76.8,88.74,1,0,0,24,325,3.9
785,1110,225,7,1,2025-02-15,Spring Hill,Residential,1,0,894.31,4.51,3.86,131.09,248.62,1,0,0,57,289,4.5
786,1112,597,2,1,2025-02-15,Nolensville,Residential,0,0,573.37,2.25,1.92,65.15,128.72,0,1,1,49,255,4.3
787,1113,1300,1,1,2025-02-16,Brentwood,Residential,0,0,787.01,2.06,0.99,33.81,185.31,1,0,0,29,264,4.8
788,1114,1195,2,8,2025-02-16,Nolensville,Residential,0,0,582.31,1.8,1.62,43.82,117.98,0,1,0,35,132,4.0
789,1115,376,1,8,2025-02-16,Franklin,Residential,1,1,656.31,2.26,2.77,74.7,149.58,0,1,0,42,20,3.7
790,1116,444,5,2,2025-02-16,Franklin,Residential,1,0,133.37,1.28,0.98,34.29,19.24,1,0,0,41,233,4.4
791,1117,1446,3,5,2025-02-16,Franklin,Residential,0,0,9235.25,18.16,20.53,738.91,5043.98,1,0,0,28,140,4.9
792,1118,246,2,8,2025-02-16,Nashville,Residential,0,0,526.11,1.97,1.77,47.85,110.62,0,0,0,40,199,4.0
793,1119,890,5,3,2025-02-16,Nolensville,Residential,0,0,149.49,1.33,1.3,37.79,29.31,1,0,1,16,245,4.8
794,1120,257,5,5,2025-02-16,Nashville,Residential,0,0,133.22,1.53,1.69,60.92,20.04,1,0,0,41,203,5.0
795,1121,1148,5,1,2025-02-16,Nashville,Residential,0,0,209.09,1.39,1.17,39.77,34.95,0,1,0,35,219,4.2
796,1122,674,2,2,2025-02-16,Nolensville,Residential,0,1,556.27,2.11,1.45,50.8,98.29,1,0,0,27,45,5.0
797,1123,557,5,7,2025-02-16,Nashville,Residential,1,0,216.56,1.18,1.18,41.14,30.47,1,0,0,37,239,4.3
798,1126,135,1,5,2025-02-16,Brentwood,Residential,0,0,531.33,2.44,2.5,89.96,92.14,1,0,0,49,322,4.8
799,1127,1266,1,3,2025-02-16,Nashville,Residential,0,0,556.85,2.27,2.32,67.27,153.29,1,0,0,25,229,4.5
800,1128,879,1,5,2025-02-16,Franklin,Residential,0,0,647.59,2.62,2.61,94.08,136.29,1,0,1,40,159,4.7
801,1129,1114,1,4,2025-02-16,Brentwood,Residential,0,1,605.66,2.0,1.85,51.87,123.39,1,0,0,30,153,4.7
802,1130,1119,7,8,2025-02-16,Nashville,Residential,1,0,1201.01,4.69,5.14,138.87,314.78,0,0,0,24,282,4.4
803,1131,1146,5,6,2025-02-16,Nashville,Residential,0,0,224.64,1.28,1.61,49.91,31.02,1,0,0,36,214,4.7
804,1132,598,1,1,2025-02-17,Nashville,Residential,0,0,597.26,2.16,2.48,84.17,122.12,1,0,0,28,333,4.9
805,1133,202,5,8,2025-02-17,Spring Hill,Residential,0,0,219.59,1.22,1.54,41.49,36.14,1,0,0,28,295,4.3
806,1135,945,5,8,2025-02-17,Nolensville,Residential,0,0,208.13,1.26,1.29,34.96,37.05,1,0,0,37,241,4.5
807,1136,250,5,5,2025-02-17,Nashville,Residential,0,0,176.83,1.36,1.29,46.32,24.91,1,0,0,30,340,4.7
808,1138,738,2,8,2025-02-17,Nashville,Residential,1,0,430.18,2.58,3.4,91.76,91.17,0,1,0,21,302,3.6
809,1140,624,2,6,2025-02-17,Nashville,Commercial,0,0,912.71,2.53,3.0,93.02,243.0,1,0,0,54,234,4.8
810,1142,497,5,5,2025-02-17,Nashville,Commercial,0,0,303.11,1.43,1.07,38.55,43.13,1,0,0,34,250,4.9
811,1143,523,2,6,2025-02-17,Nolensville,Commercial,1,1,767.54,2.19,2.57,79.52,193.32,1,0,0,50,139,4.5
812,1144,228,3,5,2025-02-17,Franklin,Residential,0,0,8470.85,17.62,15.54,559.4,4373.09,1,0,0,24,259,5.0
813,1147,934,2,2,2025-02-17,Nashville,Residential,0,0,516.88,2.43,2.75,96.25,119.79,1,0,0,30,316,5.0
814,1149,1062,1,8,2025-02-18,Nolensville,Residential,0,0,468.65,2.52,3.16,85.37,93.28,1,0,0,41,341,3.9
815,1150,423,1,1,2025-02-18,Franklin,Commercial,1,0,631.11,1.84,2.12,71.97,137.81,1,0,0,47,298,5.0
816,1151,781,5,7,2025-02-18,Spring Hill,Residential,1,0,169.84,1.18,1.1,38.49,25.76,1,0,0,36,251,4.9
817,1152,1440,5,8,2025-02-18,Spring Hill,Residential,0,0,188.44,1.59,1.79,48.3,31.19,1,0,0,17,308,4.3
818,1153,812,7,6,2025-02-18,Spring Hill,Commercial,1,0,1666.32,4.16,4.57,141.68,425.19,1,0,0,57,260,4.8
819,1154,720,5,7,2025-02-18,Nashville,Residential,0,0,172.03,1.52,1.83,64.16,33.4,1,0,0,42,273,4.7
820,1155,747,5,5,2025-02-18,Nashville,Residential,0,0,246.52,1.38,1.58,56.77,40.79,1,0,0,52,300,4.5
821,1156,1315,4,5,2025-02-18,Brentwood,Residential,1,0,2722.2,12.26,12.26,441.51,798.43,1,0,0,39,198,4.8
822,1159,790,3,7,2025-02-18,Franklin,Residential,0,0,15913.71,13.25,13.37,467.99,8805.25,1,0,0,20,210,4.5
823,1164,723,1,5,2025-02-18,Franklin,Residential,1,0,514.77,2.46,1.98,71.33,126.48,1,0,0,41,356,4.6
824,1165,1406,5,2,2025-02-18,Nashville,Residential,1,0,134.58,1.54,1.54,53.88,16.1,1,0,0,52,223,4.8
825,1168,1128,2,5,2025-02-18,Nashville,Residential,0,0,604.69,2.49,2.63,94.77,126.9,1,0,0,38,150,4.8
826,1169,1433,2,1,2025-02-18,Nashville,Residential,1,0,425.04,2.22,2.56,87.2,103.5,1,0,0,35,223,4.4
827,1170,1273,1,7,2025-02-18,Nolensville,Residential,0,0,534.82,2.43,2.82,98.56,108.21,1,0,1,58,170,4.6
828,1172,344,2,6,2025-02-19,Brentwood,Residential,0,0,539.81,2.95,2.97,92.04,121.11,1,0,0,17,206,4.6
829,1173,725,1,2,2025-02-19,Nashville,Commercial,1,1,660.74,2.57,2.47,86.46,166.14,1,0,0,28,109,5.0
830,1174,1207,1,7,2025-02-19,Spring Hill,Residential,0,1,471.86,2.44,3.0,105.04,118.98,1,0,0,29,20,4.3
