customer_id,customer_name,customer_type,city,signup_date,lead_source,maintenance_member
429,Customer 0429,Residential,Franklin,2021-10-02,Google,1
430,Customer 0430,Residential,Spring Hill,2022-06-15,Referral,0
431,Customer 0431,Residential,Franklin,2021-11-19,Organic,0
432,Customer 0432,Commercial,Nashville,2022-07-20,Referral,0
433,Customer 0433,Residential,Spring Hill,2022-01-26,Google,0
434,Customer 0434,Residential,Nashville,2020-12-31,Google,0
435,Customer 0435,Residential,Spring Hill,2023-05-21,Home Services Marketplace,1
436,Customer 0436,Residential,Nashville,2021-11-20,Google,1
437,Customer 0437,Residential,Brentwood,2024-06-14,Referral,1
438,Customer 0438,Commercial,Nashville,2024-02-11,Google,0
439,Customer 0439,Commercial,Brentwood,2023-01-31,Home Services Marketplace,0
440,Customer 0440,Residential,Franklin,2024-10-25,Google,0
441,Customer 0441,Residential,Spring Hill,2023-06-29,Organic,0
442,Customer 0442,Residential,Nolensville,2021-05-24,Google,1
443,Customer 0443,Residential,Spring Hill,2021-05-18,Direct Mail,0
444,Customer 0444,Residential,Franklin,2021-02-19,Referral,1
445,Customer 0445,Residential,Franklin,2024-02-03,Referral,1
446,Customer 0446,Residential,Franklin,2021-07-29,Google,0
447,Customer 0447,Residential,Spring Hill,2023-01-15,Direct Mail,0
448,Customer 0448,Residential,Nashville,2021-10-29,Google,0
449,Customer 0449,Residential,Nashville,2022-06-16,Google,1
450,Customer 0450,Residential,Nashville,2022-10-28,Home Services Marketplace,0
451,Customer 0451,Commercial,Franklin,2024-01-30,Home Services Marketplace,1
452,Customer 0452,Residential,Spring Hill,2023-11-30,Organic,0
453,Customer 0453,Residential,Franklin,2022-03-07,Home Services Marketplace,0
454,Customer 0454,Residential,Franklin,2022-10-09,Referral,1
455,Customer 0455,Residential,Spring Hill,2022-12-31,Google,1
456,Customer 0456,Residential,Nashville,2021-04-23,Organic,1
457,Customer 0457,Residential,Nashville,2024-05-16,Referral,0
458,Customer 0458,Residential,Spring Hill,2020-09-10,Referral,0
459,Customer 0459,Residential,Nashville,2021-10-29,Google,0
460,Customer 0460,Residential,Franklin,2022-02-24,Referral,0
461,Customer 0461,Residential,Franklin,2021-06-25,Organic,0
462,Customer 0462,Commercial,Nashville,2022-10-08,Referral,1
463,Customer 0463,Residential,Spring Hill,2022-12-05,Organic,0
464,Customer 0464,Residential,Nashville,2022-03-04,Google,1
465,Customer 0465,Residential,Nashville,2022-04-27,Referral,0
466,Customer 0466,Commercial,Nashville,2024-03-11,Google,0
467,Customer 0467,Residential,Brentwood,2021-07-09,Organic,0
468,Customer 0468,Residential,Nashville,2022-02-13,Referral,0
469,Customer 0469,Residential,Brentwood,2024-11-18,Referral,1
470,Customer 0470,Commercial,Brentwood,2021-09-14,Google,0
471,Customer 0471,Residential,Spring Hill,2021-06-13,Google,0
472,Customer 0472,Commercial,Franklin,2020-08-16,Referral,0
473,Customer 0473,Residential,Nashville,2022-04-14,Google,1
474,Customer 0474,Residential,Brentwood,2022-11-05,Google,1
475,Customer 0475,Residential,Brentwood,2021-01-18,Google,1
476,Customer 0476,Residential,Nashville,2024-02-16,Referral,1
477,Customer 0477,Residential,Nashville,2021-07-19,Direct Mail,0
478,Customer 0478,Residential,Spring Hill,2024-08-17,Organic,0
479,Customer 0479,Residential,Franklin,2021-04-06,Referral,0
480,Customer 0480,Commercial,Franklin,2022-05-26,Direct Mail,0
481,Customer 0481,Residential,Franklin,2020-08-24,Home Services Marketplace,0
482,Customer 0482,Residential,Brentwood,2023-06-30,Organic,1
483,Customer 0483,Residential,Nashville,2021-11-06,Google,0
484,Customer 0484,Commercial,Spring Hill,2020-08-26,Google,0
485,Customer 0485,Residential,Nashville,2023-03-14,Referral,1
486,Customer 0486,Commercial,Franklin,2020-12-06,Google,0
487,Customer 0487,Residential,Nashville,2022-11-06,Home Services Marketplace,0
488,Customer 0488,Residential,Franklin,2020-08-22,Home Services Marketplace,1
489,Customer 0489,Residential,Nashville,2020-12-21,Google,0
490,Customer 0490,Residential,Spring Hill,2020-10-14,Referral,0
491,Customer 0491,Residential,Nashville,2021-10-28,Organic,0
492,Customer 0492,Residential,Nashville,2021-09-08,Google,0
493,Customer 0493,Commercial,Nashville,2023-09-17,Organic,0
494,Customer 0494,Residential,Nashville,2020-12-14,Referral,0
495,Customer 0495,Residential,Brentwood,2021-11-21,Direct Mail,0
496,Customer 0496,Residential,Nashville,2022-04-23,Referral,0
497,Customer 0497,Commercial,Nashville,2023-03-06,Google,0
498,Customer 0498,Residential,Nashville,2021-04-27,Referral,0
499,Customer 0499,Residential,Franklin,2024-10-07,Direct Mail,0
500,Customer 0500,Commercial,Nashville,2023-12-28,Direct Mail,0
501,Customer 0501,Residential,Nashville,2022-03-14,Google,0
502,Customer 0502,Residential,Nolensville,2023-05-10,Home Services Marketplace,0
503,Customer 0503,Residential,Nashville,2024-05-17,Direct Mail,0
504,Customer 0504,Residential,Nashville,2021-05-19,Referral,0
505,Customer 0505,Commercial,Franklin,2022-02-24,Referral,0
506,Customer 0506,Residential,Nashville,2024-01-25,Organic,0
507,Customer 0507,Residential,Brentwood,2024-11-24,Organic,0
508,Customer 0508,Residential,Nolensville,2020-09-24,Google,0
509,Customer 0509,Residential,Brentwood,2022-09-14,Home Services Marketplace,0
510,Customer 0510,Residential,Franklin,2021-03-23,Google,1
511,Customer 0511,Residential,Spring Hill,2023-08-02,Google,1
512,Customer 0512,Residential,Franklin,2023-06-25,Direct Mail,0
513,Customer 0513,Residential,Nashville,2024-11-29,Google,1
514,Customer 0514,Residential,Franklin,2021-03-26,Google,1
515,Customer 0515,Residential,Nashville,2022-02-27,Direct Mail,0
516,Customer 0516,Residential,Spring Hill,2021-02-08,Google,1
517,Customer 0517,Residential,Spring Hill,2021-07-13,Google,0
518,Customer 0518,Residential,Spring Hill,2022-06-05,Organic,0
519,Customer 0519,Residential,Brentwood,2021-11-24,Direct Mail,1
520,Customer 0520,Residential,Nolensville,2023-10-02,Organic,0
521,Customer 0521,Residential,Brentwood,2024-07-08,Referral,0
522,Customer 0522,Residential,Franklin,2021-10-24,Google,0
523,Customer 0523,Commercial,Nolensville,2023-11-04,Referral,1
524,Customer 0524,Residential,Nashville,2022-01-22,Referral,0
525,Customer 0525,Residential,Brentwood,2022-03-27,Google,1
526,Customer 0526,Residential,Franklin,2022-06-08,Google,0
527,Customer 0527,Residential,Franklin,2021-11-04,Referral,0
528,Customer 0528,Residential,Nolensville,2022-10-04,Google,0
529,Customer 0529,Residential,Nashville,2024-07-26,Google,0
530,Customer 0530,Residential,Franklin,2024-08-21,Direct Mail,0
531,Customer 0531,Commercial,Nashville,2024-10-19,Google,0
532,Customer 0532,Residential,Nashville,2021-05-19,Direct Mail,0
533,Customer 0533,Residential,Brentwood,2022-10-31,Referral,0
534,Customer 0534,Residential,Spring Hill,2024-07-11,Organic,0
535,Customer 0535,Residential,Brentwood,2021-04-24,Home Services Marketplace,1
536,Customer 0536,Commercial,Nashville,2022-10-10,Referral,1
537,Customer 0537,Residential,Brentwood,2024-12-15,Organic,0
538,Customer 0538,Residential,Spring Hill,2020-12-11,Referral,1
539,Customer 0539,Residential,Franklin,2023-08-04,Referral,1
540,Customer 0540,Residential,Nashville,2020-11-29,Organic,0
541,Customer 0541,Residential,Nashville,2021-07-12,Organic,0
542,Customer 0542,Residential,Spring Hill,2023-10-27,Google,0
543,Customer 0543,Residential,Brentwood,2021-03-17,Organic,0
544,Customer 0544,Residential,Nashville,2022-09-21,Referral,0
545,Customer 0545,Residential,Franklin,2020-08-16,Google,1
546,Customer 0546,Residential,Franklin,2020-11-15,Referral,0
547,Customer 0547,Residential,Brentwood,2023-03-07,Google,0
548,Customer 0548,Commercial,Spring Hill,2022-01-20,Google,1
549,Customer 0549,Residential,Nashville,2021-08-29,Home Services Marketplace,0
550,Customer 0550,Residential,Spring Hill,2022-08-01,Referral,0
551,Customer 0551,Residential,Nashville,2021-05-15,Organic,0
552,Customer 0552,Residential,Nolensville,2022-08-23,Referral,1
553,Customer 0553,Residential,Nashville,2021-12-17,Referral,1
554,Customer 0554,Residential,Nolensville,2021-01-03,Google,0
555,Customer 0555,Residential,Franklin,2022-08-30,Direct Mail,1
556,Customer 0556,Residential,Franklin,2023-08-13,Google,1
557,Customer 0557,Residential,Nashville,2022-06-15,Home Services Marketplace,1
558,Customer 0558,Residential,Nashville,2023-11-28,Google,0
559,Customer 0559,Residential,Franklin,2024-10-03,Home Services Marketplace,0
560,Customer 0560,Residential,Nashville,2020-11-30,Organic,0
561,Customer 0561,Residential,Nashville,2023-02-10,Google,1
562,Customer 0562,Residential,Spring Hill,2023-11-29,Direct Mail,1
563,Customer 0563,Commercial,Nashville,2022-04-17,Direct Mail,0
564,Customer 0564,Residential,Brentwood,2022-10-02,Direct Mail,0
565,Customer 0565,Residential,Franklin,2022-11-04,Referral,0
566,Customer 0566,Residential,Brentwood,2022-12-17,Referral,0
567,Customer 0567,Residential,Franklin,2020-12-04,Referral,0
568,Customer 0568,Commercial,Nolensville,2022-11-24,Google,1
569,Customer 0569,Residential,Nashville,2020-10-26,Google,0
570,Customer 0570,Commercial,Nashville,2021-09-23,Organic,0
571,Customer 0571,Residential,Nashville,2023-09-08,Referral,0
572,Customer 0572,Residential,Nolensville,2021-04-22,Direct Mail,0
573,Customer 0573,Residential,Nashville,2022-03-28,Direct Mail,0
574,Customer 0574,Residential,Brentwood,2024-01-13,Organic,0
575,Customer 0575,Residential,Franklin,2021-11-29,Referral,0
576,Customer 0576,Residential,Spring Hill,2021-05-18,Direct Mail,0
577,Customer 0577,Residential,Franklin,2024-07-23,Direct Mail,0
578,Customer 0578,Residential,Brentwood,2022-08-31,Google,0
579,Customer 0579,Residential,Brentwood,2024-02-17,Google,0
580,Customer 0580,Residential,Franklin,2021-07-06,Organic,0
581,Customer 0581,Commercial,Spring Hill,2021-04-12,Referral,0
582,Customer 0582,Residential,Nashville,2024-11-28,Google,0
583,Customer 0583,Residential,Brentwood,2023-05-15,Google,1
584,Customer 0584,Residential,Nolensville,2023-12-21,Google,0
585,Customer 0585,Residential,Nashville,2023-11-25,Organic,0
586,Customer 0586,Residential,Nashville,2022-10-02,Google,0
587,Customer 0587,Residential,Spring Hill,2023-08-12,Direct Mail,1
588,Customer 0588,Residential,Nashville,2024-07-10,Organic,0
589,Customer 0589,Residential,Spring Hill,2024-06-14,Referral,1
590,Customer 0590,Residential,Franklin,2021-05-28,Google,1
591,Customer 0591,Residential,Nashville,2022-07-18,Organic,0
592,Customer 0592,Commercial,Nashville,2024-06-10,Home Services Marketplace,0
593,Customer 0593,Residential,Spring Hill,2021-02-04,Home Services Marketplace,1
594,Customer 0594,Residential,Franklin,2024-07-23,Organic,0
595,Customer 0595,Residential,Nashville,2021-04-15,Google,1
596,Customer 0596,Residential,Spring Hill,2023-10-25,Referral,1
597,Customer 0597,Residential,Nolensville,2022-09-29,Direct Mail,0
598,Customer 0598,Residential,Nashville,2021-10-19,Home Services Marketplace,0
599,Customer 0599,Commercial,Franklin,2023-02-12,Referral,0
600,Customer 0600,Residential,Nolensville,2021-02-10,Organic,0
601,Customer 0601,Commercial,Franklin,2024-09-04,Google,0
602,Customer 0602,Residential,Nashville,2021-08-01,Organic,0
603,Customer 0603,Residential,Spring Hill,2020-08-21,Google,0
604,Customer 0604,Residential,Brentwood,2022-06-14,Referral,0
605,Customer 0605,Commercial,Franklin,2022-07-22,Google,0
606,Customer 0606,Residential,Brentwood,2020-08-24,Organic,0
607,Customer 0607,Residential,Nolensville,2024-07-07,Google,0
608,Customer 0608,Residential,Franklin,2024-02-11,Organic,1
609,Customer 0609,Residential,Nashville,2024-12-12,Direct Mail,0
610,Customer 0610,Residential,Franklin,2024-05-27,Google,0
611,Customer 0611,Residential,Nashville,2021-11-12,Referral,0
612,Customer 0612,Residential,Nashville,2021-11-13,Google,0
613,Customer 0613,Residential,Brentwood,2022-10-26,Google,0
614,Customer 0614,Residential,Franklin,2020-11-29,Direct Mail,0
615,Customer 0615,Commercial,Spring Hill,2021-10-08,Referral,1
616,Customer 0616,Residential,Brentwood,2023-06-21,Google,0
617,Customer 0617,Residential,Franklin,2022-07-16,Google,0
618,Customer 0618,Residential,Nashville,2022-12-14,Google,0
619,Customer 0619,Residential,Nashville,2021-08-24,Organic,1
620,Customer 0620,Residential,Franklin,2024-12-09,Direct Mail,1
621,Customer 0621,Residential,Nashville,2023-02-17,Referral,0
622,Customer 0622,Residential,Franklin,2021-04-29,Direct Mail,0
623,Customer 0623,Residential,Nashville,2021-01-29,Google,0
624,Customer 0624,Commercial,Nashville,2023-03-10,Google,0
625,Customer 0625,Residential,Brentwood,2021-09-30,Home Services Marketplace,0
626,Customer 0626,Residential,Nashville,2022-10-10,Referral,0
627,Customer 0627,Residential,Spring Hill,2021-12-01,Google,0
628,Customer 0628,Residential,Nolensville,2020-11-24,Referral,1
629,Customer 0629,Residential,Brentwood,2023-05-06,Home Services Marketplace,0
630,Customer 0630,Residential,Nashville,2022-09-07,Organic,0
631,Customer 0631,Residential,Nashville,2023-07-24,Organic,0
632,Customer 0632,Residential,Brentwood,2024-07-24,Referral,0
633,Customer 0633,Residential,Brentwood,2021-12-24,Referral,1
634,Customer 0634,Residential,Spring Hill,2021-12-05,Google,0
635,Customer 0635,Residential,Spring Hill,2021-12-19,Organic,1
636,Customer 0636,Residential,Spring Hill,2023-08-02,Organic,1
637,Customer 0637,Residential,Franklin,2024-09-23,Referral,0
638,Customer 0638,Residential,Brentwood,2020-10-03,Google,0
639,Customer 0639,Residential,Nolensville,2024-06-04,Google,0
640,Customer 0640,Residential,Franklin,2021-09-21,Organic,0
641,Customer 0641,Residential,Nashville,2022-05-19,Home Services Marketplace,0
642,Customer 0642,Residential,Brentwood,2023-01-16,Direct Mail,0
643,Customer 0643,Residential,Franklin,2024-06-30,Google,1
644,Customer 0644,Residential,Spring Hill,2023-03-25,Referral,1
645,Customer 0645,Residential,Nolensville,2023-01-09,Referral,0
646,Customer 0646,Residential,Franklin,2023-03-10,Google,0
647,Customer 0647,Residential,Nashville,2024-11-06,Home Services Marketplace,1
648,Customer 0648,Residential,Brentwood,2024-01-21,Direct Mail,0
649,Customer 0649,Residential,Nolensville,2021-11-18,Google,0
650,Customer 0650,Commercial,Franklin,2023-09-05,Home Services Marketplace,1
651,Customer 0651,Residential,Brentwood,2021-04-16,Referral,0
652,Customer 0652,Residential,Nashville,2023-11-14,Referral,0
653,Customer 0653,Residential,Franklin,2023-10-10,Google,0
654,Customer 0654,Residential,Nolensville,2024-08-16,Referral,1
655,Customer 0655,Residential,Nolensville,2022-12-04,Google,0
656,Customer 0656,Residential,Franklin,2022-03-26,Referral,0
657,Customer 0657,Residential,Brentwood,2021-07-20,Referral,0
658,Customer 0658,Residential,Nashville,2022-05-30,Organic,1
659,Customer 0659,Residential,Nolensville,2023-04-23,Direct Mail,0
660,Customer 0660,Residential,Brentwood,2023-03-22,Google,0
661,Customer 0661,Residential,Nashville,2021-02-01,Google,1
662,Customer 0662,Residential,Franklin,2021-10-02,Referral,0
663,Customer 0663,Residential,Nashville,2021-02-01,Direct Mail,1
664,Customer 0664,Residential,Spring Hill,2024-01-16,Referral,1
665,Customer 0665,Residential,Nashville,2022-06-13,Organic,0
666,Customer 0666,Commercial,Spring Hill,2022-04-05,Google,0
667,Customer 0667,Commercial,Nolensville,2022-02-21,Organic,0
668,Customer 0668,Residential,Franklin,2020-12-29,Home Services Marketplace,0
669,Customer 0669,Residential,Franklin,2024-10-20,Home Services Marketplace,1
670,Customer 0670,Residential,Nashville,2023-09-19,Referral,0
671,Customer 0671,Residential,Nashville,2020-10-24,Home Services Marketplace,1
672,Customer 0672,Residential,Franklin,2021-10-07,Google,0
673,Customer 0673,Residential,Nolensville,2022-12-02,Referral,0
674,Customer 0674,Residential,Nolensville,2022-07-03,Referral,0
675,Customer 0675,Residential,Spring Hill,2021-04-24,Organic,0
676,Customer 0676,Commercial,Nashville,2022-06-15,Google,0
677,Customer 0677,Residential,Spring Hill,2024-04-26,Home Services Marketplace,0
678,Customer 0678,Residential,Nashville,2021-09-05,Organic,0
679,Customer 0679,Residential,Spring Hill,2022-07-30,Google,1
680,Customer 0680,Residential,Nashville,2023-10-26,Home Services Marketplace,0
681,Customer 0681,Residential,Brentwood,2021-08-18,Referral,1
682,Customer 0682,Residential,Nashville,2023-05-10,Referral,1
683,Customer 0683,Residential,Spring Hill,2021-03-02,Home Services Marketplace,1
684,Customer 0684,Residential,Nashville,2022-09-02,Direct Mail,0
685,Customer 0685,Residential,Spring Hill,2024-04-07,Organic,0
686,Customer 0686,Residential,Nashville,2023-03-04,Home Services Marketplace,0
687,Customer 0687,Residential,Nolensville,2022-03-26,Google,0
688,Customer 0688,Residential,Brentwood,2022-11-15,Referral,0
689,Customer 0689,Commercial,Brentwood,2024-06-15,Referral,0
690,Customer 0690,Residential,Nolensville,2022-11-28,Referral,0
691,Customer 0691,Residential,Franklin,2020-08-20,Home Services Marketplace,1
692,Customer 0692,Commercial,Nashville,2021-06-01,Organic,0
693,Customer 0693,Residential,Franklin,2021-12-24,Referral,1
694,Customer 0694,Residential,Spring Hill,2022-03-15,Google,0
695,Customer 0695,Residential,Nolensville,2021-09-26,Google,0
696,Customer 0696,Residential,Spring Hill,2021-02-24,Organic,0
697,Customer 0697,Residential,Nashville,2022-05-26,Google,0
698,Customer 0698,Residential,Spring Hill,2022-06-02,Google,0
699,Customer 0699,Residential,Spring Hill,2021-02-11,Direct Mail,0
700,Customer 0700,Residential,Spring Hill,2023-06-10,Google,1
701,Customer 0701,Residential,Franklin,2021-04-02,Direct Mail,1
702,Customer 0702,Residential,Nashville,2023-04-07,Organic,0
703,Customer 0703,Residential,Nolensville,2024-06-19,Organic,1
704,Customer 0704,Residential,Nashville,2024-03-26,Organic,0
705,Customer 0705,Residential,Franklin,2024-12-06,Organic,1
706,Customer 0706,Commercial,Nolensville,2022-08-11,Organic,0
707,Customer 0707,Residential,Franklin,2024-06-23,Organic,0
708,Customer 0708,Residential,Nashville,2023-04-20,Google,0
709,Customer 0709,Residential,Nolensville,2024-03-25,Organic,0
710,Customer 0710,Residential,Brentwood,2021-10-26,Google,0
711,Customer 0711,Residential,Brentwood,2020-12-04,Google,0
712,Customer 0712,Commercial,Nolensville,2021-07-10,Organic,0
713,Customer 0713,Residential,Spring Hill,2024-05-31,Google,0
714,Customer 0714,Residential,Nashville,2023-01-03,Direct Mail,0
715,Customer 0715,Residential,Nashville,2023-06-04,Organic,0
716,Customer 0716,Residential,Nashville,2020-12-07,Organic,1
717,Customer 0717,Residential,Nolensville,2021-04-14,Home Services Marketplace,0
718,Customer 0718,Residential,Nashville,2023-12-02,Organic,1
719,Customer 0719,Residential,Nashville,2023-08-20,Referral,0
720,Customer 0720,Residential,Nashville,2021-08-24,Google,0
721,Customer 0721,Residential,Spring Hill,2022-12-14,Direct Mail,0
722,Customer 0722,Residential,Nashville,2021-10-15,Referral,0
723,Customer 0723,Residential,Franklin,2022-05-03,Direct Mail,1
724,Customer 0724,Residential,Nolensville,2024-08-06,Google,0
725,Customer 0725,Commercial,Nashville,2022-09-29,Referral,1
726,Customer 0726,Residential,Brentwood,2022-08-25,Referral,1
727,Customer 0727,Residential,Franklin,2021-12-17,Organic,1
728,Customer 0728,Residential,Nashville,2022-02-09,Direct Mail,1
729,Customer 0729,Residential,Spring Hill,2023-02-22,Referral,0
730,Customer 0730,Residential,Brentwood,2021-02-27,Organic,0
731,Customer 0731,Residential,Nashville,2023-08-22,Google,0
732,Customer 0732,Residential,Nashville,2022-06-08,Organic,1
733,Customer 0733,Residential,Nashville,2021-04-15,Organic,1
734,Customer 0734,Residential,Nashville,2021-01-16,Google,0
735,Customer 0735,Residential,Franklin,2022-01-28,Home Services Marketplace,1
736,Customer 0736,Residential,Brentwood,2024-04-07,Organic,0
737,Customer 0737,Residential,Spring Hill,2024-04-25,Home Services Marketplace,1
738,Customer 0738,Residential,Nashville,2023-06-14,Referral,1
739,Customer 0739,Commercial,Nashville,2021-06-16,Google,0
740,Customer 0740,Residential,Franklin,2022-03-05,Home Services Marketplace,0
741,Customer 0741,Residential,Nashville,2020-08-22,Google,1
742,Customer 0742,Residential,Brentwood,2023-09-12,Organic,1
743,Customer 0743,Residential,Nashville,2024-11-27,Google,0
744,Customer 0744,Residential,Franklin,2024-02-19,Google,1
745,Customer 0745,Residential,Spring Hill,2020-12-21,Organic,0
746,Customer 0746,Residential,Franklin,2022-08-23,Direct Mail,0
747,Customer 0747,Residential,Nashville,2021-10-09,Referral,0
748,Customer 0748,Commercial,Franklin,2023-12-21,Google,0
749,Customer 0749,Residential,Franklin,2022-09-23,Google,0
750,Customer 0750,Residential,Franklin,2023-03-27,Google,0
751,Customer 0751,Residential,Franklin,2023-11-08,Google,1
752,Customer 0752,Residential,Nolensville,2023-08-14,Referral,0
753,Customer 0753,Residential,Brentwood,2020-08-23,Home Services Marketplace,1
754,Customer 0754,Residential,Nolensville,2023-08-08,Google,0
755,Customer 0755,Residential,Spring Hill,2021-12-09,Referral,0
756,Customer 0756,Residential,Nolensville,2023-02-05,Google,1
757,Customer 0757,Residential,Brentwood,2020-11-24,Google,0
758,Customer 0758,Commercial,Nashville,2022-08-16,Referral,0
759,Customer 0759,Commercial,Nashville,2020-12-26,Google,1
760,Customer 0760,Residential,Nashville,2022-01-23,Referral,0
761,Customer 0761,Residential,Spring Hill,2020-10-13,Google,0
762,Customer 0762,Residential,Nashville,2022-10-07,Google,1
763,Customer 0763,Residential,Franklin,2024-03-30,Google,1
764,Customer 0764,Residential,Nashville,2022-10-10,Organic,1
765,Customer 0765,Residential,Nolensville,2023-06-15,Google,0
766,Customer 0766,Residential,Spring Hill,2020-08-28,Referral,1
767,Customer 0767,Residential,Nashville,2022-05-13,Google,1
768,Customer 0768,Residential,Nashville,2020-08-28,Google,1
769,Customer 0769,Residential,Nashville,2024-04-21,Google,1
770,Customer 0770,Residential,Nolensville,2021-01-09,Organic,0
771,Customer 0771,Residential,Nashville,2023-02-20,Google,1
772,Customer 0772,Commercial,Brentwood,2022-10-03,Referral,0
773,Customer 0773,Residential,Brentwood,2024-01-01,Google,0
774,Customer 0774,Residential,Franklin,2020-10-12,Referral,0
775,Customer 0775,Residential,Nashville,2024-03-11,Google,1
776,Customer 0776,Residential,Nashville,2023-09-24,Google,0
777,Customer 0777,Residential,Nolensville,2021-06-11,Direct Mail,0
778,Customer 0778,Residential,Nashville,2024-07-22,Google,1
779,Customer 0779,Commercial,Nashville,2022-06-28,Home Services Marketplace,0
780,Customer 0780,Residential,Nashville,2023-02-12,Google,0
781,Customer 0781,Residential,Spring Hill,2021-10-04,Referral,1
782,Customer 0782,Residential,Brentwood,2022-10-31,Organic,0
783,Customer 0783,Residential,Nashville,2023-12-05,Google,0
784,Customer 0784,Residential,Franklin,2021-07-14,Organic,0
785,Customer 0785,Residential,Nashville,2022-09-01,Home Services Marketplace,0
786,Customer 0786,Residential,Franklin,2022-10-30,Google,0
787,Customer 0787,Commercial,Nashville,2022-01-11,Google,0
788,Customer 0788,Residential,Spring Hill,2024-11-13,Direct Mail,0
789,Customer 0789,Residential,Nolensville,2021-12-03,Home Services Marketplace,0
790,Customer 0790,Residential,Franklin,2023-03-05,Referral,0
791,Customer 0791,Residential,Nashville,2023-10-01,Google,1
792,Customer 0792,Residential,Nolensville,2022-05-01,Referral,0
793,Customer 0793,Commercial,Nolensville,2024-01-31,Google,0
794,Customer 0794,Residential,Brentwood,2020-11-04,Google,1
795,Customer 0795,Residential,Spring Hill,2022-10-19,Referral,1
796,Customer 0796,Residential,Nolensville,2023-12-28,Google,0
797,Customer 0797,Residential,Nashville,2022-12-19,Direct Mail,1
798,Customer 0798,Residential,Nashville,2021-10-17,Referral,1
799,Customer 0799,Residential,Franklin,2022-03-20,Referral,0
800,Customer 0800,Residential,Nashville,2024-08-29,Google,0
801,Customer 0801,Residential,Nashville,2024-12-21,Google,0
802,Customer 0802,Residential,Brentwood,2023-01-25,Organic,0
803,Customer 0803,Residential,Spring Hill,2023-03-01,Google,0
804,Customer 0804,Residential,Nashville,2024-03-07,Home Services Marketplace,0
805,Customer 0805,Residential,Nolensville,2024-07-27,Referral,1
806,Customer 0806,Residential,Spring Hill,2024-05-30,Google,1
807,Customer 0807,Commercial,Nashville,2020-11-14,Direct Mail,0
808,Customer 0808,Commercial,Nolensville,2021-05-03,Google,1
809,Customer 0809,Residential,Brentwood,2021-07-15,Home Services Marketplace,0
810,Customer 0810,Residential,Nashville,2023-12-29,Referral,0
811,Customer 0811,Residential,Nolensville,2023-12-25,Organic,1
812,Customer 0812,Commercial,Spring Hill,2022-10-13,Home Services Marketplace,1
813,Customer 0813,Residential,Nolensville,2023-12-16,Organic,0
814,Customer 0814,Commercial,Spring Hill,2023-09-27,Organic,0
815,Customer 0815,Residential,Nashville,2023-02-13,Organic,1
816,Customer 0816,Commercial,Nashville,2024-01-14,Organic,0
817,Customer 0817,Residential,Spring Hill,2021-03-21,Organic,0
818,Customer 0818,Residential,Spring Hill,2023-06-28,Google,0
819,Customer 0819,Residential,Brentwood,2024-05-15,Organic,0
820,Customer 0820,Residential,Nashville,2022-08-16,Direct Mail,1
821,Customer 0821,Residential,Spring Hill,2022-11-08,Referral,1
822,Customer 0822,Residential,Franklin,2021-09-26,Organic,0
823,Customer 0823,Residential,Brentwood,2024-07-25,Home Services Marketplace,1
824,Customer 0824,Residential,Nashville,2023-07-07,Direct Mail,0
825,Customer 0825,Residential,Nashville,2022-11-15,Google,0
826,Customer 0826,Commercial,Nashville,2024-06-15,Google,1
827,Customer 0827,Commercial,Spring Hill,2021-01-10,Google,0
828,Customer 0828,Residential,Spring Hill,2022-07-17,Google,1
829,Customer 0829,Residential,Nashville,2023-11-29,Referral,0
830,Customer 0830,Commercial,Franklin,2021-12-12,Google,1
831,Customer 0831,Residential,Nashville,2024-09-12,Referral,0
832,Customer 0832,Residential,Franklin,2024-09-02,Referral,0
833,Customer 0833,Residential,Franklin,2021-04-07,Organic,0
834,Customer 0834,Residential,Franklin,2023-10-26,Google,0
835,Customer 0835,Residential,Nashville,2024-04-30,Google,0
836,Customer 0836,Residential,Franklin,2021-04-09,Google,0
837,Customer 0837,Residential,Brentwood,2022-11-24,Home Services Marketplace,0
838,Customer 0838,Residential,Franklin,2023-07-02,Referral,0
839,Customer 0839,Residential,Nashville,2021-10-24,Google,0
840,Customer 0840,Residential,Nolensville,2024-06-30,Organic,0
841,Customer 0841,Residential,Nolensville,2020-09-25,Referral,1
842,Customer 0842,Residential,Franklin,2022-01-17,Referral,0
843,Customer 0843,Residential,Franklin,2022-04-25,Referral,0
844,Customer 0844,Residential,Nashville,2022-10-06,Direct Mail,0
845,Customer 0845,Residential,Brentwood,2022-01-29,Home Services Marketplace,1
846,Customer 0846,Residential,Brentwood,2024-04-20,Direct Mail,0
847,Customer 0847,Commercial,Franklin,2024-01-15,Direct Mail,0
848,Customer 0848,Residential,Nolensville,2022-08-08,Google,0
849,Customer 0849,Residential,Brentwood,2021-06-17,Google,1
850,Customer 0850,Residential,Brentwood,2020-11-24,Direct Mail,0
851,Customer 0851,Residential,Nashville,2022-10-01,Referral,1
852,Customer 0852,Residential,Spring Hill,2024-11-27,Home Services Marketplace,1
853,Customer 0853,Residential,Brentwood,2022-08-16,Google,0
854,Customer 0854,Residential,Nashville,2021-09-16,Organic,0
855,Customer 0855,Commercial,Spring Hill,2021-10-27,Home Services Marketplace,1
856,Customer 0856,Residential,Nolensville,2023-01-18,Home Services Marketplace,0
857,Customer 0857,Residential,Nashville,2021-10-08,Organic,0
858,Customer 0858,Residential,Nashville,2024-03-03,Organic,0
859,Customer 0859,Residential,Brentwood,2022-10-04,Home Services Marketplace,0
