estimate_id,customer_id,service_id,estimate_date,quoted_revenue,estimate_status,won_date,lead_source
1506,1397,5,2025-03-07,191.33,Won,2025-03-07,Direct Mail
1507,134,1,2025-02-25,652.43,Open,,Google
1508,1346,7,2025-03-01,931.79,Won,2025-03-07,Organic
1509,529,1,2025-02-23,515.65,Open,,Google
1510,767,6,2025-03-06,1155.9,Won,2025-03-07,Google
1511,337,5,2025-03-04,394.91,Won,2025-03-07,Google
1512,973,1,2025-02-24,516.31,Won,2025-03-07,Google
1513,581,1,2025-02-25,768.38,Won,2025-03-08,Referral
1514,402,5,2025-02-25,224.22,Won,2025-03-08,Google
1515,350,2,2025-02-25,492.82,Won,2025-03-08,Google
1516,868,5,2025-03-01,211.73,Won,2025-03-08,Google
1517,942,4,2025-02-28,2932.95,Open,,Google
1518,820,1,2025-03-05,570.89,Won,2025-03-08,Direct Mail
1519,801,1,2025-02-25,365.17,Won,2025-03-08,Google
1520,1256,5,2025-03-03,133.93,Lost,,Referral
1521,710,1,2025-02-27,561.93,Lost,,Google
1522,1294,5,2025-03-01,211.89,Won,2025-03-08,Organic
1523,170,1,2025-03-06,376.14,Won,2025-03-08,Direct Mail
1524,1134,6,2025-02-26,1563.37,Lost,,Google
1525,592,6,2025-03-05,2571.34,Won,2025-03-08,Home Services Marketplace
1526,83,5,2025-03-02,208.68,Won,2025-03-08,Referral
1527,951,1,2025-03-06,474.23,Won,2025-03-08,Google
1528,1389,5,2025-02-28,252.48,Lost,,Direct Mail
1529,512,7,2025-03-03,1011.67,Open,,Direct Mail
1530,1434,5,2025-02-27,297.7,Won,2025-03-09,Organic
1531,635,6,2025-02-28,1320.27,Won,2025-03-09,Organic
1532,1211,1,2025-03-03,427.17,Won,2025-03-09,Home Services Marketplace
1533,1206,2,2025-03-09,510.29,Won,2025-03-09,Google
1534,1212,5,2025-03-05,259.87,Won,2025-03-09,Home Services Marketplace
1535,233,5,2025-03-03,203.7,Open,,Google
1536,929,2,2025-02-28,506.93,Won,2025-03-09,Referral
1537,103,7,2025-03-07,1166.15,Won,2025-03-09,Organic
1538,790,1,2025-03-02,407.68,Won,2025-03-09,Referral
1539,363,5,2025-03-03,244.91,Won,2025-03-09,Organic
1540,383,3,2025-02-26,6182.9,Won,2025-03-09,Google
1541,932,2,2025-02-27,525.78,Lost,,Google
1542,1073,6,2025-03-02,1935.43,Won,2025-03-09,Direct Mail
1543,69,1,2025-03-06,611.95,Won,2025-03-10,Google
1544,514,1,2025-03-07,603.46,Won,2025-03-10,Google
1545,454,2,2025-03-04,576.13,Won,2025-03-10,Referral
1546,1126,2,2025-03-03,467.71,Won,2025-03-10,Home Services Marketplace
1547,489,1,2025-03-04,419.41,Lost,,Google
1548,1308,2,2025-03-09,573.19,Won,2025-03-10,Home Services Marketplace
1549,1390,6,2025-03-06,1591.45,Won,2025-03-10,Organic
1550,1310,5,2025-03-02,200.39,Won,2025-03-10,Organic
1551,458,7,2025-03-08,1096.46,Won,2025-03-10,Referral
1552,142,1,2025-03-03,440.33,Won,2025-03-10,Home Services Marketplace
1553,285,5,2025-03-05,186.17,Lost,,Referral
1554,921,6,2025-02-28,1208.19,Lost,,Referral
1555,1401,1,2025-03-10,439.64,Won,2025-03-10,Direct Mail
1556,394,2,2025-03-01,541.28,Won,2025-03-10,Home Services Marketplace
1557,12,5,2025-02-28,146.7,Won,2025-03-10,Home Services Marketplace
1558,817,1,2025-03-03,549.17,Won,2025-03-10,Organic
1559,785,3,2025-03-06,9700.31,Lost,,Home Services Marketplace
1560,1034,4,2025-02-26,2337.81,Won,2025-03-10,Organic
1561,791,5,2025-03-09,214.49,Won,2025-03-11,Google
1562,444,2,2025-03-10,588.42,Won,2025-03-11,Referral
1563,422,1,2025-03-08,621.67,Won,2025-03-11,Google
1564,10,1,2025-03-03,824.1,Won,2025-03-11,Google
1565,890,1,2025-03-07,490.6,Won,2025-03-11,Google
1566,451,2,2025-03-09,1456.41,Won,2025-03-11,Home Services Marketplace
1567,1129,1,2025-03-08,369.32,Won,2025-03-11,Referral
1568,1178,2,2025-03-09,404.67,Won,2025-03-11,Home Services Marketplace
1569,175,5,2025-03-01,197.85,Won,2025-03-11,Organic
1570,1296,6,2025-03-11,899.77,Won,2025-03-11,Referral
1571,62,5,2025-03-11,220.32,Won,2025-03-11,Google
1572,406,4,2025-03-05,2613.25,Won,2025-03-11,Google
1573,858,5,2025-03-03,194.18,Won,2025-03-11,Organic
1574,533,5,2025-03-01,263.52,Won,2025-03-11,Referral
1575,571,4,2025-03-07,2147.69,Won,2025-03-11,Referral
1576,1019,1,2025-03-07,491.82,Won,2025-03-11,Organic
1577,234,1,2025-03-11,800.28,Won,2025-03-11,Organic
1578,933,1,2025-03-09,596.23,Open,,Google
1579,687,6,2025-02-27,1355.3,Won,2025-03-11,Google
1580,791,5,2025-03-11,156.21,Won,2025-03-11,Google
1581,1050,5,2025-03-09,204.7,Won,2025-03-11,Referral
1582,1357,1,2025-03-01,475.92,Open,,Google
1583,413,1,2025-02-28,515.97,Open,,Google
1584,1043,1,2025-03-10,425.25,Won,2025-03-11,Referral
1585,937,5,2025-03-10,276.21,Won,2025-03-11,Referral
1586,285,4,2025-03-06,2875.26,Open,,Referral
1587,347,5,2025-02-27,258.01,Won,2025-03-11,Referral
1588,672,2,2025-03-11,614.52,Won,2025-03-12,Google
1589,133,4,2025-03-01,3589.29,Won,2025-03-12,Referral
1590,852,2,2025-03-11,498.32,Won,2025-03-12,Home Services Marketplace
1591,1051,5,2025-03-10,224.86,Won,2025-03-12,Organic
1592,765,5,2025-02-28,149.61,Lost,,Google
1593,990,3,2025-03-03,12094.22,Won,2025-03-12,Google
1594,1351,3,2025-03-11,6617.64,Won,2025-03-12,Organic
1595,231,2,2025-03-08,538.53,Won,2025-03-12,Home Services Marketplace
1596,1341,5,2025-03-03,164.55,Won,2025-03-12,Referral
1597,302,1,2025-03-02,468.24,Lost,,Referral
1598,177,3,2025-03-03,10313.62,Open,,Referral
1599,652,4,2025-02-28,2449.95,Lost,,Referral
1600,690,1,2025-03-12,476.88,Won,2025-03-12,Referral
1601,2,4,2025-03-01,1832.23,Lost,,Home Services Marketplace
1602,408,4,2025-03-05,2316.83,Lost,,Organic
1603,1224,6,2025-03-01,1215.56,Won,2025-03-12,Organic
1604,135,1,2025-03-01,423.49,Won,2025-03-12,Home Services Marketplace
1605,56,3,2025-03-07,10290.01,Won,2025-03-12,Referral
1606,148,2,2025-03-05,509.53,Won,2025-03-12,Referral
1607,1317,3,2025-03-09,9873.16,Open,,Direct Mail
1608,797,1,2025-03-03,493.65,Won,2025-03-12,Direct Mail
1609,1091,1,2025-03-12,573.46,Won,2025-03-12,Home Services Marketplace
1610,1219,1,2025-03-10,632.5,Won,2025-03-12,Referral
1611,632,1,2025-03-11,324.2,Won,2025-03-12,Referral
1612,924,4,2025-03-10,4121.48,Open,,Google
1613,1099,2,2025-03-01,650.76,Won,2025-03-13,Organic
1614,362,6,2025-03-02,1372.37,Lost,,Referral
1615,1410,1,2025-03-05,601.67,Open,,Referral
1616,191,4,2025-03-05,3377.15,Open,,Referral
1617,1151,2,2025-03-10,375.5,Won,2025-03-13,Referral
1618,772,1,2025-03-10,822.01,Won,2025-03-13,Referral
1619,525,4,2025-03-06,2258.96,Lost,,Google
1620,817,1,2025-03-01,502.17,Lost,,Organic
1621,739,2,2025-03-11,929.28,Won,2025-03-13,Google
1622,1075,1,2025-03-01,370.98,Lost,,Referral
1623,497,5,2025-03-09,357.62,Lost,,Google
1624,1332,5,2025-03-04,145.7,Won,2025-03-13,Organic
1625,1445,2,2025-03-01,437.98,Open,,Google
1626,1385,5,2025-03-13,277.38,Won,2025-03-13,Home Services Marketplace
1627,1303,7,2025-03-13,884.35,Won,2025-03-13,Direct Mail
1628,372,4,2025-03-06,4554.53,Won,2025-03-13,Home Services Marketplace
1629,1091,2,2025-03-06,514.82,Won,2025-03-13,Home Services Marketplace
1630,588,4,2025-03-07,2632.36,Won,2025-03-13,Organic
1631,426,7,2025-03-08,888.11,Open,,Referral
1632,1252,2,2025-03-02,1168.43,Won,2025-03-13,Organic
1633,1274,1,2025-03-04,399.87,Won,2025-03-13,Direct Mail
1634,640,3,2025-03-04,9459.16,Lost,,Organic
1635,841,3,2025-03-12,10415.11,Lost,,Referral
1636,1244,5,2025-03-04,197.26,Won,2025-03-13,Organic
1637,1063,5,2025-03-12,252.96,Won,2025-03-14,Home Services Marketplace
1638,135,3,2025-03-09,15612.05,Won,2025-03-14,Home Services Marketplace
1639,1071,1,2025-03-11,543.7,Won,2025-03-14,Google
1640,440,3,2025-03-02,9321.23,Open,,Google
1641,236,5,2025-03-04,230.81,Open,,Direct Mail
1642,260,1,2025-03-06,737.5,Won,2025-03-14,Referral
1643,1182,1,2025-03-03,632.27,Won,2025-03-14,Google
1644,1161,7,2025-03-06,590.07,Won,2025-03-14,Referral
1645,353,2,2025-03-07,454.15,Won,2025-03-14,Referral
1646,1057,1,2025-03-13,561.68,Lost,,Referral
1647,232,4,2025-03-12,3255.77,Won,2025-03-14,Home Services Marketplace
1648,1127,1,2025-03-13,373.92,Won,2025-03-14,Google
1649,962,2,2025-03-07,439.09,Won,2025-03-14,Direct Mail
1650,1275,5,2025-03-10,158.26,Won,2025-03-14,Google
1651,517,6,2025-03-10,1314.73,Open,,Google
1652,1121,1,2025-03-12,337.22,Won,2025-03-14,Google
1653,1251,1,2025-03-13,599.92,Won,2025-03-14,Organic
1654,244,1,2025-03-12,472.25,Lost,,Organic
1655,491,1,2025-03-06,427.59,Open,,Organic
1656,10,5,2025-03-08,228.42,Won,2025-03-14,Google
1657,203,2,2025-03-03,427.31,Won,2025-03-14,Referral
1658,288,4,2025-03-04,3068.64,Won,2025-03-15,Referral
1659,704,1,2025-03-09,508.73,Won,2025-03-15,Organic
1660,1189,1,2025-03-05,854.11,Won,2025-03-15,Referral
1661,464,5,2025-03-13,244.65,Lost,,Google
1662,539,1,2025-03-07,403.99,Won,2025-03-15,Referral
1663,1084,5,2025-03-04,190.97,Won,2025-03-15,Home Services Marketplace
1664,1023,2,2025-03-12,578.18,Won,2025-03-15,Referral
1665,1325,5,2025-03-03,154.91,Won,2025-03-15,Google
1666,600,1,2025-03-12,494.57,Won,2025-03-15,Organic
1667,662,6,2025-03-12,799.28,Won,2025-03-15,Referral
1668,181,2,2025-03-12,538.36,Won,2025-03-15,Organic
1669,1117,1,2025-03-09,708.72,Won,2025-03-16,Google
1670,331,5,2025-03-11,195.88,Won,2025-03-16,Organic
1671,1063,5,2025-03-12,207.37,Won,2025-03-16,Home Services Marketplace
1672,250,6,2025-03-05,986.5,Won,2025-03-16,Organic
1673,1440,7,2025-03-14,846.0,Won,2025-03-16,Home Services Marketplace
1674,1017,7,2025-03-14,1221.97,Won,2025-03-16,Direct Mail
1675,650,6,2025-03-10,1599.31,Lost,,Home Services Marketplace
1676,248,1,2025-03-16,451.67,Won,2025-03-16,Direct Mail
1677,560,6,2025-03-07,1467.96,Won,2025-03-16,Organic
1678,1445,1,2025-03-05,753.38,Won,2025-03-16,Google
1679,803,1,2025-03-15,328.79,Won,2025-03-16,Google
1680,1336,3,2025-03-08,8466.8,Won,2025-03-16,Referral
1681,605,5,2025-03-10,367.01,Won,2025-03-17,Google
1682,87,2,2025-03-13,448.95,Won,2025-03-17,Direct Mail
1683,706,2,2025-03-12,1249.24,Won,2025-03-17,Organic
1684,808,5,2025-03-13,333.98,Lost,,Google
1685,548,5,2025-03-16,381.08,Won,2025-03-17,Google
1686,71,4,2025-03-05,2098.67,Won,2025-03-17,Home Services Marketplace
1687,1362,5,2025-03-07,150.72,Open,,Google
1688,1216,5,2025-03-06,191.85,Won,2025-03-17,Referral
1689,1070,2,2025-03-10,551.46,Won,2025-03-17,Organic
1690,632,1,2025-03-05,354.05,Won,2025-03-17,Referral
1691,6,5,2025-03-14,151.08,Won,2025-03-17,Home Services Marketplace
1692,1037,6,2025-03-14,1362.29,Won,2025-03-17,Direct Mail
1693,494,5,2025-03-07,163.86,Won,2025-03-17,Referral
1694,525,7,2025-03-17,1068.76,Open,,Google
1695,166,1,2025-03-08,567.48,Won,2025-03-17,Google
1696,6,1,2025-03-15,529.87,Won,2025-03-17,Home Services Marketplace
1697,336,3,2025-03-17,12598.64,Won,2025-03-17,Direct Mail
1698,24,5,2025-03-05,214.37,Won,2025-03-17,Referral
1699,300,1,2025-03-05,411.0,Won,2025-03-17,Direct Mail
1700,1241,3,2025-03-16,10085.18,Won,2025-03-18,Google
1701,1139,5,2025-03-16,174.23,Open,,Referral
1702,693,3,2025-03-13,15343.18,Open,,Referral
1703,1150,1,2025-03-13,1073.84,Open,,Google
1704,476,3,2025-03-07,7845.92,Won,2025-03-18,Referral
1705,1274,3,2025-03-09,10324.1,Won,2025-03-18,Direct Mail
1706,787,7,2025-03-17,2525.99,Won,2025-03-18,Google
1707,521,3,2025-03-16,8371.22,Won,2025-03-18,Referral
1708,205,4,2025-03-10,2383.75,Lost,,Google
1709,175,1,2025-03-15,406.1,Won,2025-03-18,Organic
1710,1197,6,2025-03-15,1078.55,Won,2025-03-18,Organic
1711,1185,3,2025-03-08,8800.65,Won,2025-03-18,Google
1712,915,1,2025-03-16,662.86,Lost,,Referral
1713,677,2,2025-03-16,610.18,Open,,Home Services Marketplace
1714,166,4,2025-03-15,2783.75,Open,,Google
1715,212,1,2025-03-11,457.24,Won,2025-03-18,Google
1716,489,1,2025-03-10,502.85,Won,2025-03-19,Google
1717,771,5,2025-03-18,222.84,Open,,Google
1718,209,2,2025-03-07,331.11,Open,,Referral
1719,650,1,2025-03-11,916.63,Won,2025-03-19,Home Services Marketplace
1720,1322,1,2025-03-13,466.75,Open,,Google
1721,867,2,2025-03-17,585.08,Open,,Home Services Marketplace
1722,163,2,2025-03-12,611.07,Won,2025-03-19,Google
1723,876,2,2025-03-16,503.79,Won,2025-03-19,Google
1724,1247,3,2025-03-18,18944.66,Open,,Home Services Marketplace
1725,169,2,2025-03-12,542.0,Won,2025-03-19,Google
1726,1314,1,2025-03-17,536.73,Won,2025-03-20,Referral
1727,1250,1,2025-03-16,442.44,Lost,,Organic
1728,205,2,2025-03-12,576.09,Lost,,Google
1729,812,2,2025-03-15,1279.38,Won,2025-03-20,Home Services Marketplace
1730,54,3,2025-03-15,10380.16,Won,2025-03-20,Google
1731,1225,4,2025-03-18,4541.94,Lost,,Organic
1732,1241,5,2025-03-12,185.29,Won,2025-03-20,Google
1733,829,6,2025-03-14,1298.85,Won,2025-03-20,Referral
1734,598,1,2025-03-11,501.5,Lost,,Home Services Marketplace
1735,821,2,2025-03-13,416.77,Won,2025-03-20,Referral
1736,604,4,2025-03-09,2877.52,Open,,Referral
1737,1357,1,2025-03-11,561.47,Won,2025-03-20,Google
1738,120,2,2025-03-08,471.26,Open,,Organic
1739,794,5,2025-03-11,215.59,Won,2025-03-20,Google
1740,1409,5,2025-03-18,179.63,Won,2025-03-20,Referral
1741,1189,5,2025-03-18,309.66,Lost,,Referral
1742,7,5,2025-03-15,231.5,Won,2025-03-20,Google
1743,52,7,2025-03-13,1133.88,Won,2025-03-20,Google
1744,160,7,2025-03-21,1622.24,Won,2025-03-21,Google
1745,467,5,2025-03-16,149.42,Won,2025-03-21,Organic
1746,696,5,2025-03-20,231.96,Won,2025-03-21,Organic
1747,719,6,2025-03-12,1806.17,Lost,,Referral
1748,796,5,2025-03-13,204.24,Won,2025-03-21,Google
1749,191,1,2025-03-19,356.47,Won,2025-03-21,Referral
1750,1358,2,2025-03-12,621.36,Won,2025-03-21,Referral
1751,21,7,2025-03-18,1028.07,Open,,Home Services Marketplace
1752,93,5,2025-03-11,194.77,Won,2025-03-21,Google
1753,1353,5,2025-03-21,167.41,Won,2025-03-21,Direct Mail
1754,660,1,2025-03-09,515.08,Won,2025-03-21,Google
1755,73,5,2025-03-10,209.06,Won,2025-03-21,Referral
1756,754,7,2025-03-09,1204.42,Won,2025-03-21,Google
1757,24,7,2025-03-16,1201.25,Open,,Referral
1758,114,1,2025-03-10,501.58,Won,2025-03-22,Google
1759,677,5,2025-03-18,157.76,Won,2025-03-22,Home Services Marketplace
1760,951,1,2025-03-20,586.71,Lost,,Google
1761,1399,3,2025-03-19,7581.57,Won,2025-03-22,Organic
1762,901,5,2025-03-11,279.39,Open,,Referral
1763,734,5,2025-03-11,160.0,Won,2025-03-22,Google
1764,1165,3,2025-03-14,10381.2,Lost,,Home Services Marketplace
1765,969,2,2025-03-16,498.34,Won,2025-03-22,Organic
1766,480,1,2025-03-18,612.57,Open,,Direct Mail
1767,956,1,2025-03-21,729.09,Won,2025-03-22,Home Services Marketplace
1768,1401,2,2025-03-16,622.66,Won,2025-03-22,Direct Mail
1769,876,4,2025-03-21,2797.85,Open,,Google
1770,797,1,2025-03-20,455.79,Won,2025-03-23,Direct Mail
1771,164,6,2025-03-14,1282.14,Won,2025-03-23,Google
1772,204,2,2025-03-20,412.05,Won,2025-03-23,Home Services Marketplace
1773,1023,5,2025-03-13,179.27,Won,2025-03-23,Referral
1774,698,3,2025-03-15,9835.19,Won,2025-03-23,Google
1775,1180,5,2025-03-22,186.86,Won,2025-03-23,Google
1776,674,2,2025-03-16,531.51,Lost,,Referral
1777,955,2,2025-03-18,389.27,Won,2025-03-23,Organic
1778,1151,5,2025-03-16,147.42,Won,2025-03-23,Referral
1779,236,2,2025-03-13,557.75,Won,2025-03-23,Direct Mail
1780,655,5,2025-03-20,177.84,Open,,Google
1781,169,2,2025-03-16,525.79,Lost,,Google
1782,1155,4,2025-03-22,3566.76,Won,2025-03-23,Google
1783,627,1,2025-03-13,466.69,Lost,,Google
1784,541,1,2025-03-16,497.78,Open,,Organic
1785,689,4,2025-03-13,2992.89,Open,,Referral
1786,1127,7,2025-03-14,1436.51,Won,2025-03-24,Google
1787,688,1,2025-03-22,306.51,Won,2025-03-24,Referral
1788,422,2,2025-03-14,499.96,Won,2025-03-24,Google
1789,405,3,2025-03-23,16296.53,Won,2025-03-24,Referral
1790,783,1,2025-03-21,395.97,Lost,,Google
1791,1345,2,2025-03-12,419.32,Won,2025-03-24,Organic
1792,1052,7,2025-03-20,1038.0,Won,2025-03-24,Google
1793,1342,5,2025-03-24,197.03,Open,,Direct Mail
1794,777,1,2025-03-15,586.51,Lost,,Direct Mail
1795,395,5,2025-03-14,343.97,Won,2025-03-24,Organic
1796,153,1,2025-03-17,567.74,Won,2025-03-24,Organic
1797,524,5,2025-03-24,184.76,Won,2025-03-24,Referral
1798,54,4,2025-03-19,2188.11,Lost,,Google
1799,1039,1,2025-03-14,432.7,Won,2025-03-24,Home Services Marketplace
1800,517,1,2025-03-12,428.99,Won,2025-03-24,Google
1801,808,7,2025-03-23,2282.14,Won,2025-03-25,Google
1802,28,1,2025-03-17,741.88,Won,2025-03-25,Organic
1803,613,1,2025-03-19,396.73,Won,2025-03-25,Google
1804,1017,5,2025-03-20,161.78,Won,2025-03-25,Direct Mail
1805,1166,1,2025-03-15,330.2,Won,2025-03-25,Google
1806,537,1,2025-03-19,510.45,Won,2025-03-25,Organic
1807,709,3,2025-03-13,12891.04,Won,2025-03-25,Organic
1808,716,1,2025-03-20,586.19,Won,2025-03-25,Organic
1809,760,5,2025-03-19,182.5,Won,2025-03-25,Referral
1810,1276,2,2025-03-20,438.03,Won,2025-03-25,Google
1811,723,1,2025-03-23,353.81,Won,2025-03-25,Direct Mail
1812,1369,1,2025-03-21,666.26,Open,,Organic
1813,1061,3,2025-03-13,9891.91,Lost,,Organic
1814,742,2,2025-03-23,607.84,Lost,,Organic
1815,477,1,2025-03-20,564.46,Won,2025-03-26,Direct Mail
1816,1344,1,2025-03-25,451.52,Open,,Home Services Marketplace
1817,513,5,2025-03-22,181.48,Won,2025-03-26,Google
1818,1246,5,2025-03-18,222.52,Won,2025-03-26,Google
1819,1275,1,2025-03-21,510.11,Won,2025-03-26,Google
1820,238,4,2025-03-20,2509.56,Won,2025-03-26,Referral
1821,220,2,2025-03-25,484.94,Lost,,Referral
1822,590,3,2025-03-14,11872.04,Open,,Google
1823,254,1,2025-03-16,606.06,Won,2025-03-26,Google
1824,126,1,2025-03-20,486.5,Won,2025-03-26,Home Services Marketplace
1825,1009,1,2025-03-14,722.19,Won,2025-03-26,Google
1826,1348,1,2025-03-24,308.44,Open,,Organic
1827,7,4,2025-03-22,2465.91,Lost,,Google
1828,1333,3,2025-03-23,11159.43,Won,2025-03-26,Direct Mail
1829,231,6,2025-03-16,1360.49,Open,,Home Services Marketplace
1830,242,3,2025-03-19,15170.3,Lost,,Direct Mail
1831,143,5,2025-03-14,242.16,Won,2025-03-26,Google
1832,489,1,2025-03-16,423.58,Won,2025-03-27,Google
1833,1294,6,2025-03-26,1383.83,Open,,Organic
1834,850,2,2025-03-15,516.87,Won,2025-03-27,Direct Mail
1835,81,5,2025-03-20,165.52,Open,,Google
1836,825,2,2025-03-22,363.69,Won,2025-03-27,Google
1837,1103,5,2025-03-27,258.56,Won,2025-03-27,Google
1838,871,5,2025-03-18,332.71,Won,2025-03-27,Google
1839,1135,2,2025-03-25,509.18,Won,2025-03-27,Organic
1840,502,1,2025-03-20,569.17,Won,2025-03-27,Home Services Marketplace
1841,334,4,2025-03-16,2340.49,Won,2025-03-27,Organic
1842,1356,2,2025-03-20,491.58,Won,2025-03-27,Referral
1843,924,2,2025-03-20,661.39,Lost,,Google
1844,1146,5,2025-03-21,178.64,Lost,,Home Services Marketplace
1845,145,2,2025-03-22,914.87,Lost,,Organic
1846,669,1,2025-03-15,346.56,Won,2025-03-27,Home Services Marketplace
1847,176,6,2025-03-17,1385.23,Open,,Google
1848,148,6,2025-03-26,1577.65,Won,2025-03-27,Referral
1849,1081,3,2025-03-24,11186.03,Lost,,Google
1850,709,5,2025-03-18,120.79,Won,2025-03-27,Organic
1851,32,5,2025-03-16,173.23,Lost,,Home Services Marketplace
1852,1182,6,2025-03-20,920.24,Won,2025-03-27,Google
1853,545,2,2025-03-15,433.39,Lost,,Google
1854,990,7,2025-03-22,986.61,Lost,,Google
1855,1379,5,2025-03-17,244.33,Open,,Google
1856,896,2,2025-03-27,548.25,Lost,,Google
1857,163,1,2025-03-27,484.44,Won,2025-03-27,Google
1858,699,3,2025-03-19,8454.37,Open,,Direct Mail
1859,1199,1,2025-03-26,471.02,Won,2025-03-27,Organic
1860,1359,5,2025-03-23,177.36,Won,2025-03-27,Google
1861,1427,5,2025-03-23,203.36,Won,2025-03-28,Referral
1862,715,3,2025-03-19,9566.89,Won,2025-03-28,Organic
1863,229,2,2025-03-24,631.77,Won,2025-03-28,Google
1864,1162,2,2025-03-19,487.14,Lost,,Google
1865,939,2,2025-03-22,429.06,Won,2025-03-28,Organic
1866,827,1,2025-03-27,806.07,Lost,,Google
1867,1158,5,2025-03-25,194.72,Won,2025-03-28,Organic
1868,353,1,2025-03-27,479.7,Won,2025-03-28,Referral
1869,748,5,2025-03-28,246.25,Won,2025-03-28,Google
1870,1073,3,2025-03-28,14063.3,Open,,Direct Mail
1871,118,1,2025-03-24,565.22,Lost,,Referral
1872,185,5,2025-03-26,189.37,Open,,Google
1873,440,1,2025-03-26,452.21,Won,2025-03-28,Google
1874,932,5,2025-03-16,187.5,Won,2025-03-28,Google
1875,158,5,2025-03-17,198.06,Won,2025-03-29,Home Services Marketplace
1876,219,1,2025-03-25,423.59,Won,2025-03-29,Google
1877,872,1,2025-03-17,387.48,Won,2025-03-29,Organic
1878,912,1,2025-03-27,465.3,Won,2025-03-29,Home Services Marketplace
1879,1125,2,2025-03-21,458.92,Won,2025-03-29,Google
1880,1406,3,2025-03-21,8108.37,Open,,Google
1881,166,1,2025-03-23,430.65,Won,2025-03-29,Google
1882,918,5,2025-03-17,316.29,Won,2025-03-29,Direct Mail
1883,1206,1,2025-03-21,498.24,Won,2025-03-29,Google
1884,1349,1,2025-03-17,434.6,Won,2025-03-29,Organic
1885,707,2,2025-03-20,387.75,Lost,,Organic
1886,1274,1,2025-03-27,507.95,Won,2025-03-29,Direct Mail
1887,401,1,2025-03-19,533.54,Won,2025-03-29,Referral
1888,481,5,2025-03-17,222.07,Won,2025-03-29,Home Services Marketplace
1889,628,1,2025-03-29,443.28,Won,2025-03-29,Referral
1890,977,5,2025-03-23,157.29,Won,2025-03-29,Direct Mail
1891,150,5,2025-03-22,204.51,Lost,,Google
1892,1358,2,2025-03-27,528.46,Open,,Referral
1893,1246,2,2025-03-20,624.01,Lost,,Google
1894,1220,1,2025-03-27,532.59,Won,2025-03-30,Google
1895,280,2,2025-03-21,469.9,Lost,,Direct Mail
1896,519,6,2025-03-18,956.18,Open,,Direct Mail
1897,692,6,2025-03-25,1915.22,Won,2025-03-30,Organic
1898,1167,1,2025-03-27,403.69,Won,2025-03-30,Google
1899,1137,1,2025-03-21,560.5,Won,2025-03-31,Google
1900,44,1,2025-03-27,497.06,Won,2025-03-31,Google
1901,164,1,2025-03-25,457.96,Won,2025-03-31,Google
1902,203,5,2025-03-27,145.41,Won,2025-03-31,Referral
1903,293,5,2025-03-26,148.02,Lost,,Referral
1904,1125,1,2025-03-23,389.76,Won,2025-03-31,Google
1905,131,6,2025-03-22,1120.87,Won,2025-03-31,Direct Mail
1906,921,5,2025-03-27,196.64,Won,2025-03-31,Referral
1907,1443,5,2025-03-19,220.36,Lost,,Organic
1908,1362,5,2025-03-23,202.86,Lost,,Google
1909,542,2,2025-03-21,726.57,Won,2025-03-31,Google
1910,1208,1,2025-03-26,402.99,Won,2025-03-31,Google
1911,1310,2,2025-03-28,351.15,Won,2025-03-31,Organic
1912,1336,4,2025-03-26,2417.05,Won,2025-04-01,Referral
1913,104,1,2025-03-30,454.64,Won,2025-04-01,Google
1914,595,1,2025-03-24,571.61,Won,2025-04-01,Google
1915,877,4,2025-03-30,2498.61,Won,2025-04-01,Home Services Marketplace
1916,1100,6,2025-03-23,950.78,Won,2025-04-01,Organic
1917,1321,1,2025-03-28,384.78,Won,2025-04-01,Direct Mail
1918,1237,1,2025-03-24,442.44,Won,2025-04-01,Direct Mail
1919,350,2,2025-03-27,524.32,Won,2025-04-01,Google
1920,1440,1,2025-03-25,455.33,Won,2025-04-01,Home Services Marketplace
1921,337,2,2025-03-22,1076.47,Won,2025-04-01,Google
1922,857,2,2025-03-24,402.38,Won,2025-04-01,Organic
1923,298,2,2025-03-21,603.67,Won,2025-04-01,Referral
1924,341,3,2025-03-23,8124.39,Won,2025-04-01,Organic
1925,692,1,2025-03-27,863.8,Open,,Organic
1926,878,5,2025-03-29,176.47,Open,,Organic
1927,1189,1,2025-03-30,1088.63,Won,2025-04-01,Referral
1928,1100,6,2025-03-23,1000.48,Won,2025-04-01,Organic
1929,962,2,2025-03-28,545.74,Won,2025-04-01,Direct Mail
1930,635,5,2025-03-25,151.24,Won,2025-04-01,Organic
1931,1085,3,2025-03-28,9787.24,Won,2025-04-01,Organic
1932,911,7,2025-03-28,1899.45,Won,2025-04-02,Google
1933,544,5,2025-03-30,176.88,Lost,,Referral
1934,423,1,2025-03-29,621.58,Won,2025-04-02,Organic
1935,1438,1,2025-03-22,543.1,Won,2025-04-02,Organic
1936,1169,2,2025-03-26,510.01,Won,2025-04-02,Referral
1937,871,5,2025-03-30,401.19,Won,2025-04-02,Google
1938,836,2,2025-03-24,585.22,Won,2025-04-02,Google
1939,78,6,2025-03-27,2147.34,Won,2025-04-02,Google
1940,103,5,2025-03-30,143.8,Won,2025-04-02,Organic
1941,1310,1,2025-03-27,557.1,Won,2025-04-02,Organic
1942,1401,1,2025-03-26,582.43,Open,,Direct Mail
1943,422,7,2025-03-30,1007.63,Won,2025-04-02,Google
1944,327,5,2025-03-29,200.08,Lost,,Home Services Marketplace
1945,336,2,2025-03-22,450.46,Won,2025-04-02,Direct Mail
